Project Title,Base Link,Publication Title,Authors,Published In,DOI,Link
Plastic in the Ocean: Microbial Transformation of an ‘Unconventional’ Carbon Substrate,https://cordis.europa.eu/project/id/772923,A stable isotope assay with 13C-labeled polyethylene to investigate plastic mineralization mediated by Rhodococcus ruber,,,,https://doi.org/10.1016/j.marpolbul.2022.114369
Plastic in the Ocean: Microbial Transformation of an ‘Unconventional’ Carbon Substrate,https://cordis.europa.eu/project/id/772923,Microbial communities on plastic particles in surface waters differ from subsurface waters of the North Pacific Subtropical Gyre,,,,https://doi.org/10.1016/j.marpolbul.2022.113949
Plastic in the Ocean: Microbial Transformation of an ‘Unconventional’ Carbon Substrate,https://cordis.europa.eu/project/id/772923,Polyethylene degradation and assimilation by the marine yeast Rhodotorula mucilaginosa,,,,https://doi.org/10.1038/s43705-023-00267-z
Plastic in the Ocean: Microbial Transformation of an ‘Unconventional’ Carbon Substrate,https://cordis.europa.eu/project/id/772923,Biodegradable plastics in Mediterranean coastal environments feature contrasting microbial succession,,,,https://doi.org/10.1016/j.scitotenv.2024.172288
Plastic in the Ocean: Microbial Transformation of an ‘Unconventional’ Carbon Substrate,https://cordis.europa.eu/project/id/772923,Differentiation of bacterial communities on five common plastics after six days of exposure to Caribbean coastal waters,,,,https://doi.org/10.1016/j.envadv.2024.100518
Plastic in the Ocean: Microbial Transformation of an ‘Unconventional’ Carbon Substrate,https://cordis.europa.eu/project/id/772923,"Methanotrophs: Discoveries, Environmental Relevance, and a Perspective on Current and Future Applications",,,,https://doi.org/10.3389/fmicb.2021.678057
Plastic in the Ocean: Microbial Transformation of an ‘Unconventional’ Carbon Substrate,https://cordis.europa.eu/project/id/772923,Role of fungi in bioremediation of emerging pollutants,,,,https://doi.org/10.3389/fmars.2023.1070905
Plastic in the Ocean: Microbial Transformation of an ‘Unconventional’ Carbon Substrate,https://cordis.europa.eu/project/id/772923,Microbial Communities on Plastic Polymers in the Mediterranean Sea,,,,https://doi.org/10.3389/fmicb.2021.673553
Plastic in the Ocean: Microbial Transformation of an ‘Unconventional’ Carbon Substrate,https://cordis.europa.eu/project/id/772923,Plastic photodegradation under simulated marine conditions,,,,https://doi.org/10.1016/j.marpolbul.2022.114544
Development of new Competitive and Sustainable Bio-Based Plastics,https://cordis.europa.eu/project/id/792261,"Bioplastics and Carbon-Based Sustainable Materials, Components, and Devices: Toward Green Electronics",,,,https://doi.org/10.1021/acsami.1c13787
Development of new Competitive and Sustainable Bio-Based Plastics,https://cordis.europa.eu/project/id/792261,Ultra-low permittivity porous silica-cellulose nanocomposite substrates for 6G telecommunication,,,,https://doi.org/10.1088/1361-6528/aba4cc
Development of new Competitive and Sustainable Bio-Based Plastics,https://cordis.europa.eu/project/id/792261,Grid-type transparent conductive thin films of carbon nanotubes as capacitive touch sensors,,,,https://doi.org/10.1088/1361-6528/ab8590
Development of new Competitive and Sustainable Bio-Based Plastics,https://cordis.europa.eu/project/id/792261,Implementation of auto-hydrolysis process for the recovery of antioxidants and cellulose from wheat straw,,,,https://doi.org/10.3390/app10176112
Development of new Competitive and Sustainable Bio-Based Plastics,https://cordis.europa.eu/project/id/792261,Kinetic Model of Wheat Straw Autohydrolysis Considering Heating and Cooling Phases,,,,https://doi.org/10.3303/cet2187034
Development of new Competitive and Sustainable Bio-Based Plastics,https://cordis.europa.eu/project/id/792261,Incorporation of Waste Orange Peels Extracts Into PLA Films,,,,https://doi.org/10.3303/cet1974178
Development of new Competitive and Sustainable Bio-Based Plastics,https://cordis.europa.eu/project/id/792261,Piezoresistive Carbon Foams in Sensing Applications,,,,https://doi.org/10.3389/fmats.2019.00093
Development of new Competitive and Sustainable Bio-Based Plastics,https://cordis.europa.eu/project/id/792261,Cu-Pd Bimetal and CuPt Alloy Nanotubes Derived From Cu Nanowires: Novel Amplification Media for Surface-Enhanced Raman Spectroscopy,,,,https://doi.org/10.1109/jsen.2019.2939677
Development of new Competitive and Sustainable Bio-Based Plastics,https://cordis.europa.eu/project/id/792261,Restructuring existing value networks to diffuse sustainable innovations in food packaging,,,,https://doi.org/10.1016/j.indmarman.2020.10.011
Development of new Competitive and Sustainable Bio-Based Plastics,https://cordis.europa.eu/project/id/792261,Bio-Based Smart Materials for Food Packaging and Sensors – A Review,,,,https://doi.org/10.3389/fmats.2020.00082
Development of new Competitive and Sustainable Bio-Based Plastics,https://cordis.europa.eu/project/id/792261,"Hydrothermal treatment of grape skins for sugars, antioxidants and soluble fibers production",,,,https://doi.org/10.3303/cet2079022
Demonstration of Innovative Technologies towards a more Efficient and Sustainable Plastic Recycling,https://cordis.europa.eu/project/id/820665,Advances in the circularity of end-of-life fibre-reinforced polymers by microwave intensification,,,,https://doi.org/10.1016/j.cep.2022.109015
Demonstration of Innovative Technologies towards a more Efficient and Sustainable Plastic Recycling,https://cordis.europa.eu/project/id/820665,Insight into Chemical Recycling of Flexible Polyurethane Foams by Acidolysis,,,,https://doi.org/10.1021/acssuschemeng.1c07911
Demonstration of Innovative Technologies towards a more Efficient and Sustainable Plastic Recycling,https://cordis.europa.eu/project/id/820665,Chemical Recycling of Aliphatic Polyamides by Microwave-Assisted Hydrolysis for Efficient Monomer Recovery,,,,https://doi.org/10.1021/acssuschemeng.0c05706
Demonstration of Innovative Technologies towards a more Efficient and Sustainable Plastic Recycling,https://cordis.europa.eu/project/id/820665,Chemical recycling of plastics assisted by microwave multi-frequency heating,,,,https://doi.org/10.1016/j.clet.2021.100297
Demonstration of Innovative Technologies towards a more Efficient and Sustainable Plastic Recycling,https://cordis.europa.eu/project/id/820665,Chemical Recycling of Flexible Polyurethane Foams to Recover High Quality Polyols,,,,https://doi.org/10.1021/acssuschemeng.3c02311
Demonstration of Innovative Technologies towards a more Efficient and Sustainable Plastic Recycling,https://cordis.europa.eu/project/id/820665,Effect of Gamma Radiation on the Processability of New and Recycled PA-6 Polymers,,,,https://doi.org/10.3390/polym15030613
Demonstration of Innovative Technologies towards a more Efficient and Sustainable Plastic Recycling,https://cordis.europa.eu/project/id/820665,Determination of End-Group Functionality of Propylene Oxide-Based Polyether Polyols Recovered from Polyurethane Foams by Chemical Recycling,,,,https://doi.org/10.1021/acs.macromol.3c00087
Demonstration of Innovative Technologies towards a more Efficient and Sustainable Plastic Recycling,https://cordis.europa.eu/project/id/820665,A Novel Combined Design of Vessel and Resonant Cavity for Microwave Multi-Frequency Heating Chemical Reactor Using Antennas as Applicators,,,,https://doi.org/10.1109/access.2023.3268538
Demonstration of Innovative Technologies towards a more Efficient and Sustainable Plastic Recycling,https://cordis.europa.eu/project/id/820665,Quantitative Determination of PA6 and/or PA66 Content in Polyamide-Containing Wastes,,,,https://doi.org/10.1021/acssuschemeng.0c04190
The evolutionary genetics of multidimensional plasticity in a wild seabird,https://cordis.europa.eu/project/id/793550,Individual differences in behaviour explain variation in survival: a meta‐analysis,,,,https://doi.org/10.1111/ele.13438
The evolutionary genetics of multidimensional plasticity in a wild seabird,https://cordis.europa.eu/project/id/793550,Individual variation in age‐dependent reproduction: Fast explorers live fast but senesce young?,,,,https://doi.org/10.1111/1365-2656.13122
The evolutionary genetics of multidimensional plasticity in a wild seabird,https://cordis.europa.eu/project/id/793550,Understanding the Social Dynamics of Breeding Phenology: Indirect Genetic Effects and Assortative Mating in a Long-Distance Migrant,,,,https://doi.org/10.1086/711045
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,"Laboratory Measurements of the Wave‐Induced Motion of Plastic Particles: Influence of Wave Period, Plastic Size and Plastic Density",,,,https://doi.org/10.1029/2020jc016294
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,The physical oceanography of the transport of floating marine debris,,,,https://doi.org/10.1088/1748-9326/ab6d7d
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Modelling submerged biofouled microplastics and their vertical trajectories,,,,https://doi.org/10.5194/bg-19-2211-2022
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Using machine learning and beach cleanup data to explain litter quantities along the Dutch North Sea coast,,,,https://doi.org/10.5194/os-18-269-2022
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Sinking microplastics in the water column: simulations in the Mediterranean Sea,,,,https://doi.org/10.5194/os-17-431-2021
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,"PRACTICES, PITFALLS AND GUIDELINES IN VISUALISING LAGRANGIAN OCEAN ANALYSES",,,,https://doi.org/10.5194/isprs-annals-v-4-2021-217-2021
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Modelling size distributions of marine plastics under the influence of continuous cascading fragmentation,,,,https://doi.org/10.1088/1748-9326/abe9ea
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Empirical Lagrangian parametrization for wind-driven mixing of buoyant particles at the ocean surface,,,,https://doi.org/10.5194/gmd-15-1995-2022
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,An inshore–offshore sorting system revealed from global classification of ocean litter,,,,https://doi.org/10.1038/s41893-021-00720-8
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Influence of Barotropic Tidal Currents on Transport and Accumulation of Floating Microplastics in the Global Open Ocean,,,,https://doi.org/10.1029/2019jc015583
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Micro- and Nanoplastics in Alpine Snow: A New Method for Chemical Identification and (Semi)Quantification in the Nanogram Range,,,,https://doi.org/10.1021/acs.est.9b07540
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,The true depth of the Mediterranean plastic problem: Extreme microplastic pollution on marine turtle nesting beaches in Cyprus,,,,https://doi.org/10.1016/j.marpolbul.2018.09.019
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Lagrangian ocean analysis: Fundamentals and practices,,,,https://doi.org/10.1016/j.ocemod.2017.11.008
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Concept for a hyperspectral remote sensing algorithm for floating marine macro plastics,,,,https://doi.org/10.1016/j.marpolbul.2017.11.011
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,The occurrence and degradation of aquatic plastic litter based on polymer physicochemical properties: A review,,,,https://doi.org/10.1080/10643389.2018.1483155
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Prevention through policy: Urban macroplastic leakages to the marine environment during extreme rainfall events,,,,https://doi.org/10.1016/j.marpolbul.2017.07.024
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Surface Connectivity and Interocean Exchanges From Drifter-Based Transition Matrices,,,,https://doi.org/10.1002/2017JC013363
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Parcels v0.9: prototyping a Lagrangian ocean analysis framework for the petascale age,,,,https://doi.org/10.5194/gmd-10-4175-2017
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,All is not lost: deriving a top-down mass budget of plastic at sea,,,,https://doi.org/10.1088/1748-9326/aa9500
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Anticyclonic eddies increase accumulation of microplastic in the North Atlantic subtropical gyre,,,,https://doi.org/10.1016/j.marpolbul.2017.10.077
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Toward the Integrated Marine Debris Observing System,,,,https://doi.org/10.3389/fmars.2019.00447
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Plastics in sea surface waters around the Antarctic Peninsula,,,,https://doi.org/10.1038/s41598-019-40311-4
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,"The Role of Ekman Currents, Geostrophy, and Stokes Drift in the Accumulation of Floating Microplastic",,,,https://doi.org/10.1029/2018jc014547
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,The Parcels v2.0 Lagrangian framework: new field interpolation schemes,,,,https://doi.org/10.5194/gmd-12-3571-2019
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Role of Indian Ocean Dynamics on Accumulation of Buoyant Debris,,,,https://doi.org/10.1029/2018jc014806
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Measuring Marine Plastic Debris from Space: Initial Assessment of Observation Requirements,,,,https://doi.org/10.3390/rs11202443
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Influence of Near‐Surface Currents on the Global Dispersal of Marine Microplastic,,,,https://doi.org/10.1029/2019jc015328
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Mixing of passive tracers at the ocean surface and its implications for plastic transport modelling,,,,https://doi.org/10.1088/2515-7620/ab4e77
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Basin-scale sources and pathways of microplastic that ends up in the Galápagos Archipelago,,,,https://doi.org/10.5194/os-15-1341-2019
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Estimating the Mass of Chemicals Associated with Ocean Plastic Pollution to Inform Mitigation Efforts,,,,https://doi.org/10.1002/ieam.4147
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Detecting flow features in scarce trajectory data using networks derived from symbolic itineraries: an application to surface drifters in the North Atlantic,,,,https://doi.org/10.5194/npg-27-501-2020
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Identifying Marine Sources of Beached Plastics Through a Bayesian Framework: Application to Southwest Netherlands,,,,https://doi.org/10.1002/essoar.10507985.1
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,"The quest for seafloor macrolitter: a critical review of background knowledge, current methods and future prospects",,,,https://doi.org/10.1088/1748-9326/abc6d4
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Risks of floating microplastic in the global ocean,,,,https://doi.org/10.1016/j.envpol.2020.115499
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Closing the Mediterranean Marine Floating Plastic Mass Budget: Inverse Modeling of Sources and Sinks,,,,https://doi.org/10.1021/acs.est.0c01984
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Ordering of trajectories reveals hierarchical finite-time coherent sets in Lagrangian particle data: detecting Agulhas rings in the South Atlantic Ocean,,,,https://doi.org/10.5194/npg-28-43-2021
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Global simulations of marine plastic transport show plastic trapping in coastal zones,,,,https://doi.org/10.1088/1748-9326/abecbd
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Global Modeled Sinking Characteristics of Biofouled Microplastic,,,,https://doi.org/10.1029/2020jc017098
Tracking Of Plastic In Our Seas,https://cordis.europa.eu/project/id/715386,Beaching patterns of plastic debris along the Indian Ocean rim,,,,https://doi.org/10.5194/os-16-1317-2020
Towards circular economy in the plastic packaging value chain,https://cordis.europa.eu/project/id/730423,Social Life Cycle Assessment of Product Value Chains Under a Circular Economy Approach: A Case Study in the Plastic Packaging Sector,,,,https://doi.org/10.3390/su12166671
Improvement of the plastic packaging waste chain from a circular economy approach,https://cordis.europa.eu/project/id/730292,Effect of SEBS and OBC on the Impact Strength of Recycled Polypropylene/Talc Composites,,,,https://doi.org/10.3390/recycling5020009
New bio-based food packaging materials with enhanced barrier properties – BioBarrier,https://cordis.europa.eu/project/id/745586,Inclusion of multiple climate tipping as a new impact category in life cycle assessment of polyhydroxyalkanoate (PHA)-based plastics,,,,https://doi.org/10.1016/j.scitotenv.2021.147544
New bio-based food packaging materials with enhanced barrier properties – BioBarrier,https://cordis.europa.eu/project/id/745586,Multiple Climate Tipping Points Metrics for Improved Sustainability Assessment of Products and Services.,,,,https://doi.org/10.1021/acs.est.0c02928
Post-Consumer High-tech Recycled Polymers for a Circular Economy – PolyCE,https://cordis.europa.eu/project/id/730308,The effect of polyethylene on the properties of talc-filled recycled polypropylene,,,,https://doi.org/10.1080/14658011.2020.1807729
Post-Consumer High-tech Recycled Polymers for a Circular Economy – PolyCE,https://cordis.europa.eu/project/id/730308,Quantifying the environmental impact of clustering strategies in waste management: A case study for plastic recycling from large household appliances,,,,https://doi.org/10.1016/j.wasman.2021.03.039
Post-Consumer High-tech Recycled Polymers for a Circular Economy – PolyCE,https://cordis.europa.eu/project/id/730308,Quality assessment of mixed plastic flakes from Waste Electrical and Electronic Equipment (WEEE) by spectroscopic techniques,,,,https://doi.org/10.1016/j.resconrec.2020.104801
Post-Consumer High-tech Recycled Polymers for a Circular Economy – PolyCE,https://cordis.europa.eu/project/id/730308,Design for Circularity Guidelines for the EEE Sector,,,,https://doi.org/10.3390/su13073923
Post-Consumer High-tech Recycled Polymers for a Circular Economy – PolyCE,https://cordis.europa.eu/project/id/730308,Techno-economic potential of recycling Tantalum containing capacitors by automated selective dismantling,,,,https://doi.org/10.1016/j.procir.2020.01.110
Post-Consumer High-tech Recycled Polymers for a Circular Economy – PolyCE,https://cordis.europa.eu/project/id/730308,A Statistical Analysis on the Effect of Antioxidants on the Thermal-Oxidative Stability of Commercial Mass- and Emulsion-Polymerized ABS,,,,https://doi.org/10.3390/polym11010025
Post-Consumer High-tech Recycled Polymers for a Circular Economy – PolyCE,https://cordis.europa.eu/project/id/730308,Preparing WEEE plastics for recycling – How optimal particle sizes in pre-processing can improve the separation efficiency of high quality plastics,,,,https://doi.org/10.1016/j.resconrec.2019.104619
Post-Consumer High-tech Recycled Polymers for a Circular Economy – PolyCE,https://cordis.europa.eu/project/id/730308,A recycler’s perspective on the implications of REACH and food contact material (FCM) regulations for the mechanical recycling of FCM plastics,,,,https://doi.org/10.1016/j.wasman.2020.10.012
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Bioactive Multilayer Polylactide Films with Controlled Release Capacity of Gallic Acid Accomplished by Incorporating Electrospun Nanostructured Coatings and Interlayers,,,,https://doi.org/10.3390/app9030533
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,The impact of electrospun films of poly(ε-caprolactone) filled with nanostructured zeolite and silica microparticles on in vitro histamine formation by Staphylococcus aureus and Salmonella Paratyphi A,,,,https://doi.org/10.1016/j.fpsl.2019.100414
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,High-Oxygen-Barrier Multilayer Films Based on Polyhydroxyalkanoates and Cellulose Nanocrystals,,,,https://doi.org/10.3390/nano11061443
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,In Situ Compatibilization of Biopolymer Ternary Blends by Reactive Extrusion with Low-Functionality Epoxy-Based Styrene–Acrylic Oligomer,,,,https://doi.org/10.1007/s10924-018-1324-2
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Optimization of Microwave-Assisted Extraction of Phenolic Compounds with Antioxidant Activity from Carob Pods,,,,https://doi.org/10.1007/s12161-019-01596-3
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Development and Characterization of Electrospun Biopapers of Poly(3-hydroxybutyrate- co -3-hydroxyvalerate) Derived from Cheese Whey with Varying 3-Hydroxyvalerate Contents,,,,https://doi.org/10.1021/acs.biomac.1c00353
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Development of electrospun active films of poly(3-hydroxybutyrate-co-3-hydroxyvalerate) by the incorporation of cyclodextrin inclusion complexes containing oregano essential oil,,,,https://doi.org/10.1016/j.foodhyd.2020.106013
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Study of the Compatibilization Effect of Different Reactive Agents in PHB/Natural Fiber-Based Composites,,,,https://doi.org/10.3390/polym12091967
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Electrospun Active Biopapers of Food Waste Derived Poly(3-hydroxybutyrate-co-3-hydroxyvalerate) with Short-Term and Long-Term Antimicrobial Performance,,,,https://doi.org/10.3390/nano10030506
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Reactive Melt Mixing of Poly(3-Hydroxybutyrate)/Rice Husk Flour Composites with Purified Biosustainably Produced Poly(3-Hydroxybutyrate-co-3-Hydroxyvalerate),,,,https://doi.org/10.3390/ma12132152
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Valorization of Municipal Biowaste into Electrospun Poly(3-hydroxybutyrate- co -3-hydroxyvalerate) Biopapers for Food Packaging Applications,,,,https://doi.org/10.1021/acsabm.0c00698
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Nanodroplets of Docosahexaenoic Acid-Enriched Algae Oil Encapsulated within Microparticles of Hydrocolloids by Emulsion Electrospraying Assisted by Pressurized Gas,,,,https://doi.org/10.3390/nano10020270
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,"Preparation, characterization and antimicrobial properties of electrospun polylactide films containing Allium ursinum L. extract",,,,https://doi.org/10.1016/j.fpsl.2019.100357
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Evaluation of the specific migration according to EU standards of titanium from Chitosan/Metal complexes films containing TiO2 particles into different food simulants. A comparative study of the nano-sized vs micro-sized particles,,,,https://doi.org/10.1016/j.fpsl.2020.100579
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,NMR analysis and triad sequence distributions of poly(3-hydroxybutyrate-co-3-hydroxyvalerate),,,,https://doi.org/10.1016/j.polymertesting.2020.106754
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Development of Electrospun Poly(3-hydroxybutyrate-co-3-hydroxyvalerate) Monolayers Containing Eugenol and Their Application in Multilayer Antimicrobial Food Packaging,,,,https://doi.org/10.3389/fnut.2020.00140
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Effect of graphene nanoplatelets on the dielectric permittivity and segmental motions of electrospun poly(ethylene-co-vinyl alcohol) nanofibers,,,,https://doi.org/10.1016/j.polymdegradstab.2020.109404
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Antibacterial and Barrier Properties of Gelatin Coated by Electrospun Polycaprolactone Ultrathin Fibers Containing Black Pepper Oleoresin of Interest in Active Food Biopackaging Applications,,,,https://doi.org/10.3390/nano8040199
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Electrospun Oxygen Scavenging Films of Poly(3-hydroxybutyrate) Containing Palladium Nanoparticles for Active Packaging Applications,,,,https://doi.org/10.3390/nano8070469
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Antimicrobial and Antioxidant Performance of Various Essential Oils and Natural Extracts and Their Incorporation into Biowaste Derived Poly(3-hydroxybutyrate-co-3-hydroxyvalerate) Layers Made from Electrospun Ultrathin Fibers,,,,https://doi.org/10.3390/nano9020144
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Ductility and Toughness Improvement of Injection-Molded Compostable Pieces of Polylactide by Melt Blending with Poly(ε-caprolactone) and Thermoplastic Starch,,,,https://doi.org/10.3390/ma11112138
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Electrospun Antimicrobial Films of Poly(3-hydroxybutyrate-co-3-hydroxyvalerate) Containing Eugenol Essential Oil Encapsulated in Mesoporous Silica Nanoparticles,,,,https://doi.org/10.3390/nano9020227
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Preparation and Characterization of Electrospun Food Biopackaging Films of Poly(3-hydroxybutyrate-co-3-hydroxyvalerate) Derived From Fruit Pulp Biowaste,,,,https://doi.org/10.3389/fsufs.2018.00038
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Oxygen-Scavenging Multilayered Biopapers Containing Palladium Nanoparticles Obtained by the Electrospinning Coating Technique,,,,https://doi.org/10.3390/nano9020262
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,"Melt processability, characterization, and antibacterial activity of compression-molded green composite sheets made of poly(3-hydroxybutyrate-co-3-hydroxyvalerate) reinforced with coconut fibers impregnated with oregano essential oil",,,,https://doi.org/10.1016/j.fpsl.2018.05.002
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Development of Active Barrier Multilayer Films Based on Electrospun Antimicrobial Hot-Tack Food Waste Derived Poly(3-hydroxybutyrate-co-3-hydroxyvalerate) and Cellulose Nanocrystal Interlayers,,,,https://doi.org/10.3390/nano10122356
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Effect of the Purification Treatment on the Valorization of Natural Cellulosic Residues as Fillers in PHB-Based Composites for Short Shelf Life Applications,,,,https://doi.org/10.1007/s12649-020-01192-1
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,A comparative study on the effect of different reactive compatibilizers on injection-molded pieces of bio-based high-density polyethylene/polylactide blends,,,,https://doi.org/10.1002/app.47396
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Film Blowing of PHB-Based Systems for Home Compostable Food Packaging,,,,https://doi.org/10.3139/217.3985
HIGH PERFORMANCE POLYHYDROXYALKANOATES BASED PACKAGING TO MINIMISE FOOD WASTE,https://cordis.europa.eu/project/id/773872,Recent advances and challenges on applications of nanotechnology in food packaging. A literature review,,,,https://doi.org/10.1016/j.fct.2019.110814
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,Ecotoxicity of Polyvinylidene Difluoride (PVDF) and Polylactic Acid (PLA) Microplastics in Marine Zooplankton,,,,https://doi.org/10.3390/toxics10080479
Cleaning Litter by developing and Applying Innovative Methods in european seas,https://cordis.europa.eu/project/id/774586,"Distribution Patterns of Floating Microplastics in Open and Coastal Waters of the Eastern Mediterranean Sea (Ionian, Aegean, and Levantine Seas)",,,,https://doi.org/10.3389/fmars.2021.699000
